source,project_number,project_title,phase,recipient,geographic_distribution,location,description,collaborators,broad_header,section,include
DFO Science,2414,South Coast freshwater ecological indicator pilot,NA,NA,,,"Streamflow, water quality, and aquatic insect information is useful when assessing salmon habitat at risk. This freshwater ecosystem monitoring project expands the range of data collection to include between five to 14 more Chinook habitat systems where researchers sample streamflow, temperature, dissolved oxygen, pH, and benthic macroinvertebrates.",,Understanding salmon ecosystems,Freshwater ecosystems,y
DFO Science,2415,A Decision Support Framework for Identifying and Characterizing the Non-fishing Threats to Pacific Salmon,NA,NA,,,,,Data management and tools,Data and modelling to support decision making,y
DFO Science,2416,Monitoring and predicting the exposure of Pacific salmon to harmful algal biotoxins,NA,NA,,Barkley Sound,"Pacific salmon in Barkley Sound may be exposed to high levels of harmful algal biotoxins in the fall. Biotoxins have been detected in gill tissue from Chinook salmon collected in Barkley Sound.
We are comparing biotoxin levels with environmental conditions and indicators of fish health.  ",,Understanding salmon ecosystems,Marine ecosystems,y
DFO Science,2417,Optimization of feeds used in the hatchery production of Pacific Salmon.,NA,NA,,,Hatchery feeds often come from commercial sources focused on other fish species and may be nutritionally incomplete for Pacific salmon. This hatchery feed study develops new diets specific to Chinook and coho and tests the salmon health under different feed trials.,,Science to support hatchery modernization,Fish health and hatchery practices,y
DFO Science,2418,Prediction of reproductive success of Chinook salmon based on Thiamine concentrations in returning adults.,NA,NA,,Albion Test Fishery,"Thiamine (vitamin B1) deficiency in salmon is diet-related and could be tied to warming oceans and changing food webs. The nutrient deficiency lowers the survival rate for salmon fry and has been observed in Yukon and California Chinook, but hasn’t been studied well in BC. This fish health monitoring study gathers Chinook tissue samples from the Albion test fishery and hatcheries to measure thiamine, fatty acids, and other health parameters to help predict and monitor vulnerable stocks. ",,Science to support hatchery modernization,Fish health and hatchery practices,y
DFO Science,2419,Pilot skills study of new hatchery tray configuration.,NA,NA,,,,,Science to support hatchery modernization,Fish health and hatchery practices,y
DFO Science,2421,Measurement of stress hormones in scales and its application for the identification of conditions causing chronic stress in Pacific Salmon.,NA,NA,,PBS Nanaimo,Chronic stress impacts fish health and can be measured in salmon by sampling hormone (cortisol) and enzyme deposits in scales. This lab and hatchery study gathers coho and Chinook scale samples from broodstock surveys to develop methods of measuring chronic and acute stress hormone levels that could be expanded to monitor salmon health responses to stressors including climate change. ,,Science to support hatchery modernization,Fish health and hatchery practices,y
DFO Science,2422,Development and application of laser ablation-inductively coupled plasma-mass spectrometry (LA-ICP-MS) to determine saltwater entry size of juvenile salmonids and track habitat usage.,NA,NA,,IOS Sidney,Advances in lab microchemistry (mass spectrometry) can be used to track juvenile salmon life stage history from ear bone (otolith) samples. Body size at saltwater entry and habitat use can be measured and compared to fish health and age. This project develops methods for “laser ablation-inductively coupled plasma-mass spectrometry” to test on juvenile Chinook sampled in the Follow the Fish program.,,Assessments,Life cycle assessment - Follow The Fish,y
DFO Science,2423,Complementing British Columbia’s coasts longest Sea Surface Temperature and Salinity records with 21st century technology to monitor a changing climate.,NA,NA,,,"Continuous marine salmon habitat measurements are important for fisheries management. The BC Shore Station Program collects long-term sea surface temperature and salinity at twelve coastal stations, but the data are coarse and limited by weather and labour. This ecosystem monitoring project is testing and installing a minimum of four independent water quality logging stations spanning the coast to collect and transmit hourly real-time data posted online.",,Understanding salmon ecosystems,Marine ecosystems,y
DFO Science,2424,Mechanistic modelling to link hydrology to juvenile salmon habitat quality and productivity,NA,NA,,Thompson,"Predicting how much water fish need is a key management challenge in the face of climate change and increased water demand. Hydraulic habitat models are widely used for instream flow management, but do not currently account for dynamic water temperature. This project leverages large-scale flow and temperature monitoring across the North Thompson to develop flow-habitat models for juvenile coho, which incorporate dynamic temperatures and habitat structure.",,Understanding salmon ecosystems,Freshwater ecosystems,y
DFO Science,2425,Development of geospatial tools for large-scale freshwater salmon habitat assessment by the Freshwater Spatial Ecology Program,NA,NA,,,Identifying individual and cumulative threats to salmon and their habitat is critical for effective management and restoration actions. This project estimates and maps nine human activities and landscape disturbance-based threats and four climate change-based threats for the stream network in the Fraser Basin. Results identify threat levels across salmon Conservation Units and the human activities and land uses that contributed most to threats.,,Understanding salmon ecosystems,Freshwater ecosystems,y
DFO Science,2426,Sakinaw Sockeye Juvenile Research on Measures to Increase Marine Survival,NA,NA,,Hodgson Islands;#Sakinaw Lake;#Salish Sea;#Strait of Georgia,"Marine survival is a limiting factor for the endangered Sakinaw Lake sockeye smolts who migrate past hundreds of harbour seals at Hodgson Islands in the Strait of Georgia every spring. This salmon tracking study traps and PIT tags up to 2,500 sockeye smolts at a smolt fence, then transports the sockeye by boat past the seal colony and compares the survival rate of transported sockeye to naturally migrating smolts.",,Understanding salmon ecosystems,Salmon population monitoring,y
DFO Science,2427,Salish Sea plankton and oceanography,NA,NA,,Strait of Georgia;#Salish Sea,"Zooplankton monitoring in the Strait of Georgia is important to understand the food web and juvenile salmon survival, but the current monthly sampling timing is too low for confident statistics and modelling. This food web monitoring study collects zooplankton and ocean conditions on bi-weekly surveys in the spring and fall to more confidently model salmon diet and health.",,Understanding salmon ecosystems,Marine ecosystems,y
DFO Science,2430,Feasibility of Estimating Chilko River Smolt Abundance Using Upward- and Side-Looking SONAR Methods,NA,NA,,Chilko,"Chilko Lake sockeye smolts are counted each spring from a fish-counting weir, and these counts inform broader Fraser River fisheries management decisions. However, with earlier spring freshets due to the warming climate, crews must remove the weir more often before the smolts are counted. This salmon monitoring project tests upward-looking and side-looking SONAR units that can be used during high flows, and compares the results to the weir counts.",,Understanding salmon ecosystems,Salmon population monitoring,y
DFO Science,2432,Barkley Sound and Clayoquot Sound acoustic monitoring of salmon and salmon prey,NA,NA,,Barkley Sound;#Clayoquot Sound,"Acoustic tools can provide important information on salmon ecology (food web) and salmon survival in marine areas. These salmon habitat and abundance monitoring studies use multi-frequency echosounders from mooring stations and mobile units in West Coast Vancouver Island sounds and the Salish sea to measure aspects of salmon forage species (zooplankton, krill, and Pacific herring) and count juvenile and adult salmon along their migration.",,Assessments,Life cycle assessment - Follow The Fish,y
DFO Science,2433,Integrated Salish Sea acoustic monitoring of salmon and salmon prey,NA,NA,,Salish Sea,"Acoustic tools can provide important information on salmon ecology (food web) and salmon survival in marine areas. These salmon habitat and abundance monitoring studies use multi-frequency echosounders from mooring stations and mobile units in West Coast Vancouver Island sounds and the Salish sea to measure aspects of salmon forage species (zooplankton, krill, and Pacific herring) and count juvenile and adult salmon along their migration.",,Understanding salmon ecosystems,Marine ecosystems,y
DFO Science,2434,SHERLOCK assay for rapid genotyping applications,NA,NA,,Puntledge River,"Hatchery staff use genetic markers to tell the difference between summer and fall runs of Chinook in the Puntledge River to preserve genetic integrity. However, genetic tests can often be slow and only applied later. This salmon genetics pilot project assesses rapid, in-season testing where genetic marker information could be provided in under an hour. ",,Science to support hatchery modernization,Genetics,y
DFO Science,2435,Intergenerational transfer and parental origins of DNA methylation variation in Coho and Chinook Salmon,NA,NA,,PBS Nanaimo,Chemical reactions in a salmon body decide which genes are expressed in a process called “DNA methylation.” This hatchery genetics study sequences methylation across the genome to compare between hatchery and natural origin to see if salmon offspring inherit DNA methylation from parents (epigenetics) and how this could inform hatchery breeding methods. ,,Science to support hatchery modernization,Genetics,y
DFO Science,2436,Chum whole genome sequencing for improved stock delineation,NA,NA,,Fraser;#Chilliwack River,"Genetic sequencing is an effective tool to identify salmon species by stock, but this method is only available where enough genetic information has been gathered and sufficient differentiation has been detected. South Coast chum salmon have not been sequenced intensely enough to fully describe population structure delineation, so this genome sequencing study gathers DNA from across the region to assess differences in genetic markers that could be used to maximize the resolution.",,Science to support hatchery modernization,Genetics,y
DFO Science,2437,Adaptive genetic variation and climate change resilience in Canadian Pacific salmon,NA,NA,,PBS Nanaimo,"Pacific salmon genetic markers are regularly used to manage fisheries and hatcheries. While these genetic analysis efforts provide important stock management information, they could also be used to assess diversity of salmon species relative to habitat changes. This salmon genetic adaptation study gathers Chinook and sockeye DNA samples and compares genomes to environmental conditions and climate projections.",,Understanding salmon ecosystems,Climate change vulnerabiliity,y
DFO Science,2439,Fournier Transfer Near Infrared (FT-NIR) Spectroscopy; its application for rapid fish age estimation within the Sclerochronology Lab at the Pacific Biological Station,NA,NA,,Pacific Biological Station,Neural Network Techniques and Deep Machine Learning are being applied to all facets of science including the age estimation of salmon. The Sclerochronology Lab (SCL) is taking advantage of new technologies to increase productivity and address staffing challenges. Age data is a critical component in the development of models assessing changes in the health and abundance of salmon species and stocks.,,Data management and tools,Innovation and technical developments,y
DFO Science,2440,Mat-37 Improvements to the evaluation of abundance and stock composition for Fraser River Juvenile Salmon,NA,NA,,,,,Understanding salmon ecosystems,Salmon population monitoring,y
DFO Science,2442,Graduate Research into 1) habitat use by juvenile Chinook Salmon in the Canadian Okanagan River and Lake system and 2) predation on juvenile salmon in the Canadian Okanagan River and Lake system,NA,NA,,,"Okanagan Chinook are endangered due to habitat destruction and over-fishing. Juvenile Chinook habitat use and risk from predators has not been well studied and may be key factors regarding climate change, invasive species, and restoration efforts. This population study hires graduate students to research juvenile Okanagan Chinook and track survival through tagging.",,Understanding Salmon Ecosystems,Salmon population monitoring,y
DFO Science,2443,Quantitative assessment of the impact of Smallmouth Bass suppression efforts in Cultus Lake and SMB emigration from Cultus Lake,NA,NA,,Cultus,"Introduced smallmouth bass pose a predation risk to sockeye in Cultus Lake. However, some anglers prefer fishing for smallmouth bass and strongly oppose actions to lower the bass population. This predator research study captures (electrofrishing), tags (PIT and acoustic transmitters), and biosamples smallmouth bass to assess population control methods and interviews anglers to develop a community plan.  ",,Understanding salmon ecosystems,Freshwater ecosystems,y
DFO Science,2444,Assessment of the distribution and abundance of juvenile Chinook salmon in the lower Thompson River basin.,NA,NA,,Thompson;#Nicola River,Historic flooding in 2021 impacted salmon spawning and rearing habitat throughout the lower Thompson River and tributaries. This salmon population monitoring study counts juvenile Chinook (night snorkel surveys) in the lower Thompson mainstem and tributaries and compare to previous years to assess the population and habitat recovery.,,Understanding Salmon Ecosystems,Salmon population monitoring,y
DFO Science,2447,Innovative Ecosystem Based Approaches to identify cumulative stressors: Salmon Fit-Chips and eDNA,NA,NA,,Barkley Sound;#Clayoquot Sound,"Salmon experience a variety of physiological stressors and pathogens over migration which can be monitored non-lethally using Fit-Chip technology. Chinook salmon will expose themselves to potentially impactful stressors to avail feeding opportunities, enhancing vulnerability to cumulative stressors. eDNA data resolves habitat usage for Chinook salmon and demonstrating they associate with high biomass areas (prey availability), including aquaculture facilities, and avoid harmful algae. Models addressing the cumulative and synergistic interplay between factors will inform which levers under human control will result in strongest outcomes for salmon.",,Assessments,Life cycle assessment - Follow The Fish,y
DFO Science,2448,"Developing a proactive, modernized, holistic approach to ensure optimal health and condition of Hatchery Production",NA,NA,,Robertson Creek;#Nitinat,"A proactive holistic health monitoring approach based on high throughput molecular technologies has been validated for utility in two salmon enhancement hatcheries, and is now ready for minimally invasive application in hatcheries culturing conservation stocks. The technical approach revealed annual shifts in stress, infection, and timing of smolt readiness. Future monitoring of pathogens in hatchery source water is crucial to minimize infection potential and maximize post-release survival in stocks of conservation concern.",,Science to support hatchery modernization,Fish health and hatchery practices,y
DFO Science,2449,"A decision-support tool that considers harvest, hatchery, and habitat management levers to support implementation of the Fisheries Act for Pacific salmon",NA,NA,,,"Resource managers rely on decision modelling tool and programs to predict the outcomes from different actions. For salmon management, often these tools fail to include hatchery or habitat parameters. This decision-support project develops an open source, single-population prototype model that can be applied to West Coast Vancouver Island Chinook as a case study, including hatchery and habitat levers, as well as, uncertainty and risk.",,Data management and tools,Data and modelling to support decision making,y
DFO Science,2451,Relative reproductive success of hatchery- versus natural-origin salmon in Canadian integrated populations,NA,NA,,Sarita River,"Salmon bred from a hatchery are often less fit in wild environments than naturally bred salmon. However, this situation can change using different hatchery methods. This genetic study compares DNA samples from returning hatchery Chinook to natural Chinook in Sarita River to see if hatchery methods improve the spawning success of hatchery Chinook.",,Science to support hatchery modernization,Genetics,y
DFO Science,2452,Genetic associations with age of return in male Canadian Chinook Salmon,NA,NA,,Chilliwack River;#Puntledge River;#Qualicum River,"Jacks (males that return a year early) are a natural source of genetic diversity for Chinook, but too many jacks in a population can have limited breeding success and reduce the body size of the population. Hatchery breeding increases the number of jacks, and hatchery staff screen out jacks by body size, which is uncertain. This genetic monitoring study samples male Chinook tissues from the Chilliwack, Puntledge, and Qualicum rivers to sequence the genes, compare the y-chromosome haplotypes specific to jacks, and develop a rapid screening test for broodstock selection.",,Science to support hatchery modernization,Genetics,y
DFO Science,2453,Epigenetic variation between hatchery- and natural-origin Canadian Chinook Salmon,NA,NA,,Sarita River;#Chilliwack River;#Nicola River;#Quinsam River;#Atnarko River;#Thompson,"There are few genetic differences between hatchery-bred and natural salmon in populations enhanced by the Salmonid Enhancement Program (SEP), but structural modifications to genes may affect gene expression and impact salmon fitness in the wild. This genetic sequencing study gathers Chinook samples from hatcheries at the Nicola, Quinsam, Sarita, Atnarko, and Chilliwack rivers to compare epigenetic (methylation) differences between hatchery and wild Chinook to better monitor the proportion of hatchery salmon in a river.",,Science to support hatchery modernization,Genetics,y
DFO Science,2454,"Kim Hyatt’s Legacy Data: Juvenile Sockeye Biosample Data and Summary Metrics for B.C. Study Lakes, 1977-present",NA,NA,,,,,Understanding salmon ecosystems,Salmon population monitoring,y
DFO Science,2455,YTRA TBR Weather Stations,NA,NA,,,,,Understanding salmon ecosystems,Freshwater ecosystems,y
DFO Science,2493,Improved understanding of cumulative impacts on salmon survival across freshwater life-stages; tools and approaches for mechanistic assessments,NA,NA,,Thompson,"Models of landscape-scope watershed assessments often can’t capture accurate salmon health and life-cycle dynamics because they lack the mechanistic tools to show cumulative impacts and multiple stressors in the environment. This salmon health and habitat (ecophysiology) monitoring project biosamples North Thompson juvenile coho and Fraser juvenile sockeye, along with water quality measurements to develop finer tools to model fish condition in relation to habitat change and climate conditions.",,Understanding salmon ecosystems,Freshwater ecosystems,y
DFO Science,2494,"Modeling interactions of environmental, biological and infectious factors with respect to production of Pacific salmon (Oncorhynchus spp.) at the Quinsam River hatchery",NA,NA,,,,,Science to support hatchery modernization,Fish health and hatchery practices,y
DFO Science,2504,Identifying and characterizing tire-related chemical (6PPD-quinone) toxic hotspots in salmon habitat,NA,NA,,Greater Vancouver;#Squamish,"Automobile tires break down and leave the toxic chemical 6PPD-quinone on roadways. Rain events wash 6PPD-quinone into salmon-bearing streams, sometimes in amounts lethal to coho salmon. This contaminant monitoring study samples water quality from 10 new sites on salmon-bearing streams in urban areas of greater Vancouver, Squamish, and Vancouver Island to detect toxic amounts and compare to stormwater green infrastructure areas.",,Understanding salmon ecosystems,Freshwater ecosystems,y
DFO Science,2513,Characterizing and monitoring priority contaminants of concern in WCVI juvenile salmon,NA,NA,,,Recent studies found that West Coast Vancouver Island Chinook had some of the highest contaminant concentrations. This fish health monitoring project coordinates with the Follow the Fish program to sample for over 600 contaminants in juvenile Chinook to rank the results to prioritize mitigation actions.,,Understanding salmon ecosystems,Marine ecosystems,y
DFO Science,2522,Explanation for the Collapse of the Commercial Chum Salmon Fishery in British Columbia,NA,NA,,,,,Understanding salmon ecosystems,Salmon population monitoring,y
DFO Science,2534,Understanding the impact of Arctic outflow winds on British Columbia fjords.,NA,NA,,Mainland Inlets,"Arctic air masses move from the interior to coastal inlets, cooling and adding oxygen to the marine habitat. Fjords where this cooling occurs can become a marine refuge for salmon. This project monitors climate conditions in BC mainland fjords to measure the impact on salmon habitat and study how these factors may impact other coastal inlets. ",,Understanding salmon ecosystems,Marine ecosystems,y
DFO Science,2539,Climate Downscaling for salmon conservation in Marine Ecosystems,NA,NA,,,"Ocean and climate conditions influence salmon numbers and health. While efforts have been made to model future climate conditions, these models are broad in scope which creates a scale gap when applying projections to salmon habitat. This modelling project downscales broader global climate models to include coastal environments and salmon species distribution.",,Understanding salmon ecosystems,Climate change vulnerabiliity,y
DFO Science,2540,Modelling to Support Annual Fraser River Sockeye and Pink Salmon Forecasts,NA,NA,,,,,Data management and tools,Data and modelling to support decision making,y
DFO Science,2545,Genetics Stock Identification and Parentage Based Tagging of Pacific salmon,NA,NA,,,,,Science to support hatchery modernization,Genetics,y
DFO Science,2546,Fishery & Assessment Data Section - Data Stewardship Unit,NA,NA,,,,,Data management and tools,Data and modelling to support decision making,y
DFO Science,2547,Fishery & Assessment Data Section - Knowledge Mobilization Unit,NA,NA,,,,,Fishery monitoring and harvest techniques,Fishery monitoring and harvest techniques,y
DFO Science,2560,PSSI High Seas Salmon Research - West Coast Vancouver Island (and transition to ONE juvenile program),NA,NA,,,,,Understanding salmon ecosystems,Marine ecosystems,y
DFO Science,2561,State of Pacific Salmon Report 2024-2025,NA,NA,,,,,Understanding salmon ecosystems,Salmon population monitoring,y
DFO Science,2562,Climate Change Vulnerability Assessments,NA,NA,,,,,Understanding salmon ecosystems,Climate change vulnerabiliity,y
DFO Science,2563,Salmon Scanner and composite status data sets,NA,NA,,,,,Data management and tools,Data and modelling to support decision making,y
DFO Science,2572,Assessing Salinity Alteration of Nursery Conditions for Salmon Smolts following Construction of Roberts Bank Terminal-2,NA,NA,,,,,Understanding salmon ecosystems,Marine ecosystems,y
DFO Science,3103,Drivers and functional consequences of hatchery epigenetic variation,NA,NA,,,,,Science to Support Hatchery Modernization,Genetics,y
DFO Science,3104,Establishing a feed assessment program in Pacific salmon enhancement hatcheries,NA,NA,,,,,Science to support hatchery modernization,Fish health and hatchery practices,y
DFO Science,3107,Scenario Planning: improving the adaptability of Pacific salmon hatchery planning and implementation to current and future climate changes,NA,NA,,,,,Science to support hatchery modernization,Fish health and hatchery practices,y
DFO Science,3119,Genomic consequences of stray hatchery introgression,NA,NA,,,,,Science to support hatchery modernization,Genetics,y
DFO Science,3120,Genetic and epigenetic consequences of hatchery adaptation,NA,NA,,,,,Science to support hatchery modernization,Genetics,y
DFO Science,3121,Impact of genetic divergence on outbreeding depression in Chinook Salmon,NA,NA,,,,,Science to support hatchery modernization,Genetics,y
DFO Science,3124,A data pipeline to support more rapid calculation of Proportionate Natural Influence,NA,NA,,,,,Science to support hatchery modernization,Genetics,y
DFO Science,XXXX,Enhanced Monitoring of Chinook Salmon Mark Selective Fishery (MSF),NA,NA,,Juan de Fuca Strait;#Salish Sea;#Mainland Inlets,"In 2023, Fisheries and Oceans Canada launched a multi-year monitoring program to understand the effects of mark-selective fisheries (MSFs) on Chinook salmon in the South Coast Area. The Chinook reference fishery was initiated to independently verify Chinook salmon catch estimates, hatchery mark rates, and stock composition in MSFs and compare those estimates to those of the South Coast Area recreational catch monitoring program.",,Fishery monitoring and harvest techniques,Fishery monitoring and harvest techniques,y
